"Mkt Al","Orig","Dest","Op Al","Stop-1 Al","Stop-1 Airport","Stop-2 Al","Stop-2 Airport","Total Pax","Pax Share","% POO Orig","% POO Dest","% POO Other","Fare","Rev","Yield","Year","Month","Class","Year-Month-Day"
"CZ","PKX","SYD","MU","CZ","CAN",NULL,NULL,"0.7815","0.0005155724015955","100","0","0","353.59756877799106","276.3365","0.0397962945338436","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PKX","SYD","KN","CZ","CAN",NULL,NULL,"0.4437","0.0002927184575661","100","0","0","369.1034482758621","163.7712","0.0415414325155219","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","TFU","SYD","CA","CZ","CAN",NULL,NULL,"0.5379","0.0003548642288141","95.20999999999998","3.17","1.62","364.5285369027701","196.0799","0.0421880295760444","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","TFU","SYD","MU","CZ","CAN",NULL,NULL,"0.443","0.0002922566524719","95.21","3.17","1.62","364.47878103837473","161.4641","0.0421822711739821","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","WHA","SYD","CZ","CZ","CAN",NULL,NULL,"8.2981","0.005474435503109","95.21","3.170000000000001","1.62","353.3148913606729","2931.8423","0.0443424953581383","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HZA","SYD","CZ","CZ","CAN",NULL,NULL,"8.0421","0.0053055467829447","95.21","3.170000000000001","1.62","361.9859489436839","2911.1272","0.0425918651557961","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","DLC","SYD","MU","MU","PVG",NULL,NULL,"1.556","0.001026526752249","95.46","3.140000000000001","1.4","364.3492287917738","566.9274","0.0422144534587846","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","TSN","SYD","MU","MU","PVG",NULL,NULL,"2.315","0.0015272554186738","100","0","0","350.7719222462203","812.037","0.0398245143016912","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","HAK","SYD","CZ","MU","PVG",NULL,NULL,"0.2233","0.0001473158250496","95.33","3.25","1.4200000000000002","345.03493058665475","77.0463","0.0468724891644438","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","HAK","SYD","FM","MU","PVG",NULL,NULL,"0.1929","0.0001272602895301","95.33","3.25","1.4200000000000002","345.0565059616382","66.5614","0.0468754201474851","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","HRB","SYD","MU","MU","PVG",NULL,NULL,"2.0871","0.0013769048744337","95.16","3.37","1.46","374.62780892147","781.8857","0.0408893250425074","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","CZ","CZ","WUH","MU","PVG","2.0789","0.001371495157616","95.12677858482851","0","4.882245899273655","299.9905719370821","623.6504","0.0404965237231466","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","MU","MU","WUH","MU","PVG","2.2127","0.0014597659027644","95.12665069824196","0","4.882374022687215","299.99954806345187","663.809","0.0404977354342749","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","CZ","CZ","WUH","MU","PVG","0.023","1.5173595952267209e-05","98.68695652173912","0","1.3217391304347827","297.83043478260873","6.8501","0.0405218418443683","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","MU","MU","PVG",NULL,NULL,"2.1252","0.0014020402659894","98.64","0","1.36","344.85963674007155","732.8957","0.0469204823499235","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","MU","MU","PVG",NULL,NULL,"3.1927","0.0021062930346436","98.685755630031","0","1.322947975068124","297.9381088107245","951.227","0.0405364916229956","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","HO","MU","PVG",NULL,NULL,"1.6541","0.0010912454375932","98.685813433287","0","1.322889789009129","297.93180581585153","492.809","0.0405356340579801","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","MF","MF","CAN","MU","HGH","0.2319","0.0001529894304926","98.68534282018112","0","1.3233635187580854","298.08279430789133","69.1254","0.0405561770619188","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","SC","MU","HGH",NULL,NULL,"0.0658","4.340967885474705e-05","98.6873556231003","0","1.3213373860182371","297.6489361702128","19.5853","0.0404971477325262","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","ZAT","SYD","MU","MU","PVG",NULL,NULL,"1.8631","0.0012291272442899","95.21","3.17","1.62","360.7205732381515","672.0585","0.0428077486401285","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","HKG","SYD","CX","MU","PVG",NULL,NULL,"1.0045","0.0006626903101761","99.67","0.33","0","527.2981582877054","529.671","0.0715388393324856","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","AQG","SYD","MU","MU","PVG",NULL,NULL,"1.704","0.001124165543594","95.21","3.17","1.62","353.5774061032864","602.4959","0.0442770684434046","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CHG","SYD","MU","MU","PVG",NULL,NULL,"1.8354","0.0012108529569909","95.21","3.17","1.62","369.9464966764738","678.9998","0.0414336868972929","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XIC","SYD","MU","MU","PVG",NULL,NULL,"2.7979","0.0018458349615151","95.21000000000002","3.170000000000001","1.6200000000000003","363.3831802423246","1016.7098","0.0423631968410158","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","BAR","SYD","MU","MU","PVG",NULL,NULL,"2.0992","0.0013848875053477","95.21","3.17","1.62","344.1277153201219","722.3929","0.0472033218561459","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","DAX","SYD","MU","MU","PVG",NULL,NULL,"1.8032","0.0011896099226577","95.21","3.17","1.62","362.93300798580304","654.4408","0.0424381097274817","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","ENH","SYD","MU","MU","PVG",NULL,NULL,"1.4251","0.0009401691996337","95.21","3.17","1.62","359.61111500947305","512.4818","0.0430128944176734","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XAI","SYD","MU","MU","PVG",NULL,NULL,"0.8168","0.0005388605727744","95.21","3.17","1.62","358.94564152791384","293.1868","0.0431325624541887","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","NBS","SYD","MU","MU","PVG",NULL,NULL,"0.9661","0.0006373570021515","95.21","3.17","1.62","366.6630783562778","354.2332","0.041873529380082","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","UCB","SYD","MU","MU","PVG",NULL,NULL,"2.2071","0.0014560714620108","95.21","3.17","1.62","375.024466494495","827.7165","0.0408465204303593","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","CZ","CZ","WUH","MU","PVG","0.0742","4.895133998514029e-05","100","0","0","353.7762803234501","26.2502","0.0398164079563546","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","PVG",NULL,NULL,"2.015","0.0013293389497312","100","0","0","353.59384615384613","712.4916","0.0397958755642014","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","HGH",NULL,NULL,"0.6475","0.0004271697121344","100","0","0","353.6256370656371","228.9726","0.0397994535313618","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","KHN","MU","PVG","0.4919","0.0003245170369095","100","0","0","353.6255336450498","173.9484","0.0397994418916999","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","YNT","MU","PVG","0.2572","0.0001696803860401","100","0","0","353.6104199066874","90.9486","0.0397977408879701","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","FOC","MU","PVG","0.0147","9.697906978188171e-06","100","0","0","354.28571428571433","5.208","0.0398737431469723","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","FM","MU","HGH",NULL,NULL,"0.1639","0.0001081283641989","100","0","0","353.65710799267845","57.9644","0.0398029954852451","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","TFU","SYD","MU","MU","PVG",NULL,NULL,"1.7863","0.0011784606282406","95.21","3.17","1.6200000000000003","364.5225885909422","651.1467","0.0421873411592817","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"AI","CCU","SYD","AI","AI","DEL",NULL,NULL,"11.7882","0.0077769297306311","100","0","0","387.0605860097385","4562.7476","0.0424102093038873","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"AI","CCU","SYD","UK","AI","DEL",NULL,NULL,"1.1204","0.0007391520393443","100","0","0","487.7463405926455","546.471","0.0534423424637164","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"AI","CCU","SYD","G8","AI","DEL",NULL,NULL,"2.9862","0.0019700605318547","100","0","0","487.7522938852053","1456.5259","0.0534429947656883","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"AI","CCU","SYD","6E","AI","DEL",NULL,NULL,"1.5528","0.0010244156432469","100","0","0","487.7586295723854","757.3916","0.0534436889666199","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"PX","HKG","SYD","PX","PX","POM",NULL,NULL,"7.0041","0.0046207558004032","99.66858382947132","0.3314161705286903","0","1527.5826016190515","10699.3413","0.2072479954399903","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QR","BOM","SYD","QR","QR","DOH","VA","BNE","1.0376","0.0006845270939161","100","0","0","479.3910948342328","497.4162","0.0472150602490743","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QR","DEL","SYD","QR","QR","DOH","VA","BNE","1.4043","0.0009264469911203","100","0","0","487.5616321298868","684.6828","0.0467814625686246","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN",NULL,NULL,"4.1749","0.0027542715539617","99.6685740975832","0.3314259024168243","0","373.3412297300534","1558.6623","0.0506514157693647","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","CKG","SYD","SQ","SQ","SIN",NULL,NULL,"1.3197","0.0008706345468785","100","0","0","422.5355004925361","557.6201","0.0499336985151281","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","TSN","SYD","SQ","SQ","SIN","SQ","MEL","0.0422","2.7840249964594617e-05","100","0","0","438.1587677725119","18.4903","0.0497458861639426","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","RGN","SYD","SQ","SQ","SIN",NULL,NULL,"17.0472","0.0112464054311951","100","0","0","418.3116875498615","7131.043","0.0516239982358838","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN",NULL,NULL,"13.6708","0.0090189215454023","100","0","0","373.3392413026304","5103.8461","0.0506511459982916","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN",NULL,NULL,"277.3651","0.1829837373330516","99.68726817469106","0.312731825308952","0","373.3401105618551","103551.5171","0.0506512639311823","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN","SQ","MEL","0.0857","5.65381379612739e-05","99.66998833138857","0.3300116686114352","0","373.6849474912485","32.0248","0.0506980481524053","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN","SQ","ADL","0.1234","8.140964089172927e-05","99.66927066450567","0.3307293354943273","0","373.49432739059966","46.0892","0.0506721866155508","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HKG","SYD","SQ","SQ","SIN","VA","BNE","0.3373","0.0002225240832478","100","0","0","373.2905425437296","125.9109","0.0506445390101316","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"NZ","PVG","SYD","NZ","NZ","AKL",NULL,NULL,"42.8324","0.0282574578811256","100","0","0","315.3758696687554","13508.3054","0.0402393181640502","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HAN","SYD","VN",NULL,NULL,NULL,NULL,"42.5355","0.0280615865490287","100","0","0","313.0083107051757","13313.965","0.0402846616669714","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","DAD","SYD","VN","VN","SGN",NULL,NULL,"35.8833","0.0236729867666952","99.91914478322784","0.0808552167721474","0","291.4158926297192","10456.9639","0.0406641455225385","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MH","KTM","SYD","RA","MH","KUL",NULL,NULL,"30.7718","0.0203008199966946","100","0","0","391.8997393717625","12059.4604","0.040283739858708","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","CKG","SYD","PN","MF","XMN",NULL,NULL,"0.0577","3.806593419329643e-05","100","0","0","337.8457538994801","19.4937","0.0399253743180589","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","CKG","SYD","HU","MF","XMN",NULL,NULL,"0.1233","8.134366873541508e-05","100","0","0","338.124898621249","41.6908","0.0399583626193083","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","CKG","SYD","MF","MF","HGH","MF","XMN","0.0696","4.591662079468685e-05","100","0","0","361.58333333333337","25.1662","0.0427305945505536","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","CKG","SYD","3U","MF","XMN",NULL,NULL,"0.0758","5.000689448616758e-05","100","0","0","337.910290237467","25.6136","0.0399330009862099","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","HZG","SYD","MF","MF","XMN",NULL,NULL,"0.6769","0.0004465655260908","95.21","3.170000000000001","1.62","366.2238144482199","247.8969","0.0419312562041121","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","BHY","SYD","MF","MF","XMN",NULL,NULL,"0.9942","0.0006558951780758","95.21","3.17","1.62","347.8273989136995","345.81","0.0458679806463934","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TSN","SYD","FM","FM","SHA","MF","XMN","0.2103","0.0001387394447287","100","0","0","350.8706609605326","73.7881","0.0398357244958113","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TSN","SYD","FM","MF","XMN",NULL,NULL,"0.0267","1.7614565735892802e-05","100","0","0","351.71535580524346","9.3908","0.0399316260198224","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TSN","SYD","RY","RY","KHN","MF","XMN","0.0269","1.7746510048521213e-05","100","0","0","349.9516728624536","9.4137","0.0397313881668922","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TSN","SYD","SC","MF","XMN",NULL,NULL,"0.0191","1.2600681856013202e-05","100","0","0","351.64397905759165","6.7164","0.0399235223372659","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","LHW","SYD","MF","MF","WUH","MF","XMN","0.0473","3.1204829936619084e-05","95.57","3.06","1.37","376.323467230444","17.8001","0.0407735938427921","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","SHA","SYD","9C","MF","XMN",NULL,NULL,"0.2412","0.0001591248410298","100","0","0","316.3047263681592","76.2927","0.0402339087516167","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","SHA","SYD","FM","MF","XMN",NULL,NULL,"0.0956","6.306938143638022e-05","100","0","0","316.30648535564853","30.2389","0.0402341324945338","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","SHA","SYD","HO","MF","XMN",NULL,NULL,"0.1262","8.325686126852703e-05","100","0","0","316.2630744849445","39.9124","0.0402286106389776","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","XMN","SYD","MF","QF","MEL",NULL,NULL,"0.8624","0.0005689438760537","98.68","0","1.32","344.8474025974026","297.3964","0.0469188178121986","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","XMN","SYD","MF","VA","MEL",NULL,NULL,"0.7866","0.0005189369815675","98.68","0","1.32","344.8634630053395","271.2696","0.0469210029391513","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","SHS","SYD","MF","MF","XMN",NULL,NULL,"0.8956","0.00059084663195","95.21","3.17","1.62","357.0468959356856","319.7712","0.043510228406022","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","XIC","SYD","MF","MF","XMN",NULL,NULL,"0.5349","0.0003528850641246","95.21","3.169999999999999","1.62","363.3860534679379","194.3752","0.0423635318015447","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","XIC","SYD","MF","MF","CKG","MF","XMN","0.0625","4.123259769637828e-05","95.21","3.17","1.62","363.2928","22.7058","0.0423526603159252","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","JGN","SYD","MF","MF","PKX","MF","XMN","0.0658","4.340967885474705e-05","95.21","3.170000000000001","1.62","388.7188449848024","25.5777","0.039622488732799","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","NAO","SYD","MF","MF","XMN",NULL,NULL,"0.8422","0.0005556175004782","97.06","1.25","1.6900000000000002","363.61125623367377","306.2334","0.0423262568401626","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","NAO","SYD","MF","MF","HGH","MF","XMN","0.0775","5.1128421143509066e-05","97.06","1.25","1.69","363.5458064516129","28.1748","0.0423186381423414","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","MIG","SYD","MF","MF","XMN",NULL,NULL,"0.3626","0.0002392150387953","95.21","3.17","1.6200000000000003","366.0239933811363","132.7203","0.0419625026504538","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","ZHY","SYD","MF","MF","XMN",NULL,NULL,"0.1288","8.497213733269636e-05","95.21","3.17","1.62","375.7670807453416","48.3988","0.0407417271254616","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","WDS","SYD","MU","MF","XMN",NULL,NULL,"0.0501","3.3052050313416825e-05","95.21","3.17","1.62","361.7544910179641","18.1239","0.042629208913522","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","PKX","SYD","MU","MF","XMN",NULL,NULL,"0.1148","7.573603544870763e-05","100","0","0","353.5426829268293","40.5867","0.0397901173038754","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","PKX","SYD","JD","MF","XMN",NULL,NULL,"0.2229","0.0001470519364243","100","0","0","353.60340960071784","78.8182","0.039796951900076","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","PKX","SYD","MF","MF","HGH","MF","XMN","0.049","3.232635659396057e-05","100","0","0","369.41632653061225","18.1014","0.0415766459792974","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TFU","SYD","MU","MF","XMN",NULL,NULL,"0.1114","7.349298213402465e-05","95.21","3.17","1.62","364.50448833034113","40.6058","0.0421852463594175","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TFU","SYD","MF","MF","XMN",NULL,NULL,"1.6789","0.0011076065323591","95.21","3.17","1.62","364.5057478110668","611.9687","0.0421853921230677","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","TFU","SYD","MF","MF","HGH","MF","XMN","0.0581","3.832982281855325e-05","95.21","3.17","1.62","364.2512908777969","21.163","0.042155943025014","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","WHA","SYD","MF","MF","XMN",NULL,NULL,"0.5161","0.0003404822987376","95.21","3.17","1.62","353.3253245495059","182.3512","0.0443438047669368","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MH","RGN","SYD","8M","MH","KUL",NULL,NULL,"4.8882","0.0032248509449509","100","0","0","413.7708154330837","2022.5945","0.0510636075484542","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MH","MDL","SYD","8M","8M","RGN","MH","KUL","0.5289","0.0003489267347458","100","0","0","411.68368311590086","217.7395","0.0484302120626055","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MH","HKG","SYD","MH","MH","KUL",NULL,NULL,"10.7709","0.0071057949844467","99.67","0.33","0","527.2809607368001","5679.2905","0.0715365061310287","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MH","SGN","SYD","MH","MH","KUL",NULL,NULL,"0.1713","0.0001130103037662","99.59894921190892","0.4010507880910683","0","406.363689433742","69.6101","0.0594683677129474","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"TG","CCU","SYD","G8","TG","HKT",NULL,NULL,"0.156","0.0001029165638501","100","0","0","452.96730769230766","70.6629","0.0496316055455096","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"TG","HAN","SYD","OM","TG","HKT",NULL,NULL,"0.4346","0.0002867149913415","100","0","0","391.2791072250345","170.0499","0.0503582362283088","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"TG","HAN","SYD","VN","TG","BKK",NULL,NULL,"0.3591","0.0002369060133243","100","0","0","345.718462823726","124.1475","0.0444945096681387","2022","Jan","DiscountEco","2022-01-01 00:00:00"
